city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
 الرياض,   حي الصحافة ,شرق,350,6,3,5,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,135000,"فلة بحي الصحافة المربع الذهبي 
 مفروشة اثاث ممتاز 
مساحة 350م 
يوجد بها 3 غرف نوم 
يوجد صالتين مفتوحه هلى بعض 
يوجد مجلس 
4 حمامات غرفة سائق وغرفة خادمة 
مكيفة بالكامل تكييف اسبليت 
شارع 20 امامها حديقة
140 الف دفعه واحده"
 الرياض,   حي العزيزية ,شمال,300,5,5,5,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,50000,"فلة عبارة عن دور ارضي وشقه علوي درج داخلي ::
-الدور عبارة عن٤ غرف ( ملحق بدورة مياه ومجلس ومقلط وصالة ومجلس نساء ودورة مياة ومطبخ )
-الشقة عبارة عن ٤ غرف (ماستر غرفتين ودورة مياه وغرفتين ودورة مياه ودورة مياه للغسيل )
جميع الغرف مكيفة سبلت   والمطبخ ..."
 الرياض,   حي الحمراء ,شمال,600,0,5,4,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,270000,"فيلا جديدة موثثه بالكامل فيلا مودرن  تصميم  رائع  
الفيلا بناء شخصي  

الدور الارضي 
مدخل سياره + جلسه خارجيه +  مدخل للنساء  

مجلس للرجال كبير   + مجلس  صغير مع مغاسل للرجال + مقلط مع سفره كبيره + صاله كبيره + مطبخ راكب مع مستودع   مع مسبح مغطي خاص..."
 الرياض,   حي الخليج ,شمال,625,4,5,5,3,1,1,0,1,1,1,1,0,1,0,0,1,0,0,120000,"فلة للايجار بتصميم حديث مؤثثة بالكامل ومكيفة 
الدور الارضي (مجلس رجال+صالتين مفتوحة على بعض +مجلس نسائي بتصميم متميز 
الدورالاول(غرفة نوم ماستر+أربع غرف نوم لكل غرفة دورة مياه خاصة .
الدورالاول الثاني(غرفة ماستر +غرفة مع دورة مياة)+مجالس خارجي+مطبخ خ..."
 الرياض,   حي النسيم الغربي ,غرب,450,0,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,"فيلا كامله للايجار 

مرممه نظيفه جدا مكونه من 
3 ادوار كل دور 5 غرف وصاله وحمامين ومطبخ تصلح عزاب لسركه او موسسة


نعتذر لعدم الرد في بعض الاوقات وذالك نظرا لضغط الاتصالات 
في حال عدم الرد يرجى ارسال رساله واتس اب بالطلب 
تمنياتي للجميع بالتوفيق"
 الرياض,   حي العليا ,شمال,250,0,1,2,3,1,0,1,1,0,1,1,1,1,0,0,1,0,0,75000,مسبح مشترك مع حديقة صاله كبيرة مدخل سيارة  حديقة  ٣ ماستر روم
 الرياض,   حي الفيحاء ,شمال شرقي,575,21,5,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,65000,"السلام عليكم ورحمة الله وبركاته
للايجار فلة مكونه من
الدور الارضي
 مجلس و مقلط وصاله كبيرة مع غرفه كبار سن ماستر
الدور الاول
5غرف نوم وصاله
السطح غرفتين مع دورت مياة
الفله نظيفة وعلى شارعين
للاستفسار
0551000696"
 الرياض,   حي الفيحاء ,شرق,600,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000,"السلام عليكم ورحمة الله وبركاته
للايجار فله
عمرها 18
مساحه 600 متر
الفلة تفتح شرقيه"
 الرياض,   حي المونسية ,جنوب,400,10,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000,
 الرياض,   حي الرمال ,شمال,300,2,5,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,45000,"فيلا للايجار عمرها سنتين قريب من الخدمات ومن طريق الدمام تحت مدخل سياره وحوش ومجلس ومقلط ومطبخ وصاله وفوق اربع نوم وبالسطح شغاله والسطح 
كاش ٤٥٠٠٠
دفعتين ٥٥٠٠٠
عمر ها سنتين"
 الرياض,   حي المهدية ,جنوب,375,3,3,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,45000,"فيلا دور واحد للايجار يوجد فيها مطبخ راكب ومكيفين اسبيلت 
ثلاث غرف نوم واربع دورات مياه ومجلس رجال ومجلس نساء وصالة وملحق ومقلط"
 الرياض,   حي المونسية ,جنوب,265,10,5,5,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,80000,
 الرياض,   حي العارض ,شرق,280,0,6,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,70000,"فله دبلكس  ٢٥٠ م 
جديده
- سطح + غرفة خادمه + غرفة غسيل
دور علوي ٤ غرف ٣ دورات مياه
-دور ارضي : مجلس + غرفة طعام
صاله + ٢ دورات مياه
- غرفة سائق"
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
 الرياض,   حي الواحة ,جنوب,500,10,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,250000,"فيلا للايجار بحي الواحة 
مؤثثة 
بالرياض
‏مساحة الارض ٥٠٠م٢
‏مساحة المباني ١١٠٠م٢
‏يوجد بها بدروم بمساحة ٢٦٠م٢ وبه مسرح منزلي وخيمة داخلية
‏الدور الارضي مساحة ٢٦٠م٢ مكون من مجلسين وصالة طعام وصالة كبيرة في الوسط 
‏الدور الاول ٥ غرف نوم والغرفة الرئيسي..."
 الرياض,   حي الشرق ,جنوب,300,0,5,3,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,38000,"دور درج دخلي في مكيفات 


للايجار        يتكون   
الكهرباء 


مكتب عبدالهادي للعقارات 
بيع     شراء    إدارة الأملاك 
‏نسعد في استقبال طلباتكم وتسويق عقاراتكم  وحلول تمويلية لجميع البنوك
ابو حسين 
0536160016
من ٤ عصرا إلى ٩ مساء للإستفسار عن الاعلان"
 الرياض,   حي الشرق ,جنوب,375,0,4,2,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,38000,"دور درج دخلي في حي البيان 


للايجار        يتكون   
الكهرباء 


مكتب عبدالهادي للعقارات 
بيع     شراء    إدارة الأملاك 
‏نسعد في استقبال طلباتكم وتسويق عقاراتكم  وحلول تمويلية لجميع البنوك
ابو حسين 
0536160016
من ٤ عصرا إلى ٩ مساء للإستفسار عن الاعل..."
 الرياض,   حي طويق ,شمال شرقي,420,4,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,45000,"فله درج صاله المساحه 420 
مجلس رجال مقلط رجال يفتح للنساء والرجال 
صاله نساء مجلس نساء غرفه كبار السن 
——————————————
4 غرف نوم وحده ماستر الدورل الاول 

غرفه خادمه مع غسيل بالسطح"
 الرياض,   حي العارض ,شرق,375,3,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,140000,"بسم الله مشاء الله تبارك الله 🏖
يوجد لدينا فله فاخر في العارض  🌹
موثثه تاثيث كامل  جديد🌱
📁السباكه كله ممتازه 
📁الكهرب جديد انارات مخفيه
📁درج داخالي
📁يوجد مدخل سياره
📁يوجد حوش
📁يوجد غرفه سايق
📁يوجد غرفه شغاله
📁يوجد غرف كبار سن
📁يوجد مشب
📁..."
 الرياض,   حي الخزامى ,شمال,330,10,4,5,3,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000,فله حي الخزامى مودرن موقع مميز بجانب فلل وقصور قريبة من جامعة الملك سعود مميزة الموقع
 الرياض,   حي قرطبة ,جنوب,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,0,1,130000,"بسم الله مشاء الله ↩     
فيلا للاجار↪      فاخر جد
فيلا درج داخلي ⏬
مطله على ط محمد بن سلمان بقرطبة الغربيه  ❗
⭕مدخل سياره ♾✅
⭕ملحق 
⭕مجلسين رجال متقابلين 
⭕مجلسين نساء متقابلين 
〽️⭕احداها وضع به غرفة كبار سن مؤقته 
⭕مقلط مطبخين متجاورين حوش حديقة خ..."
 الرياض,   حي الربيع ,شرق,300,9,4,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,60000,"فيلا امام مسجد للايجار
مكونات الفيلا

مجلس رجال
مقلط
صاله
مجلس نساء مفتوح
مدخل سيارة وحوش كبير

٤ غرف نوم وصاله

بدون مكيفات بدون مطبخ


للمعاينه     من ٤.٣٠ الى ٩"
 الرياض,   حي قرطبة ,جنوب,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,1,130000,"🏡فيلاء للإيجار حي قرطبه
موقع استراتيجي 📍
درج داخلي
قرطبه الغربيه

الارضي:
مدخل سياره وملحق ومجلسين رجال متقابلين
مجلسين نساء احداها وضع به غرفه لكبار السن
مقلط ومطبخين متجاورين
حوش وحديقة خلفيه

الدور الاول :
غرفه نوم ماستر مع غرفه ملابس ودوره مياه..."
 الرياض,   حي الحمراء ,شمال,618,7,5,5,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,150000,"فله للايجار بحي الحمراء الغربيه 
للمفاهمه يرجي التواصل
0533022244"
 الرياض,   حي الورود ,جنوب,400,21,4,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000,"للايجار فيلا مساحة ٤٠٠م شارع ١٢ غربي عمرها فوق ٢٠ سنة مؤثثة مكيفات مطبخ راكبه قريبه من مسجد وحديقة وطريق العروبة
مطلوب فيها ٨٠ الف سنوي"
 الرياض,   حي القادسية ,غرب,375,0,6,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,80000,لتواصل على الرقم 0548907466
 الرياض,   حي الملك عبدالله ,جنوب,300,13,4,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,80000,"للأيجار فيلا 300م 
عدد 4 غرف نوم وصاله واستقبال تحت مدخل سياره غرفة سائق 

الثابتي للعقارات"
 الرياض,   حي الروضة ,غرب,2000,18,4,4,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,300000,كومباوند ٥ فلل للايجار يوجد فيه نادي رياضي للمفاهمة ابوعبدالمحسن
 الرياض,   حي المهدية ,جنوب,370,0,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,1,70000,
 الرياض,   حي عرقة ,شرق,240,14,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,40000,البيت بيت مسجد ، وقريب منه خدمات كثير منها صيدليه ومطاعم وبقاله ومغسله ، البيت 3 ادوار مع باب كراج وغرفه خدامه بحمامها ، الدفع كاش ب 40 ، اذا قسطين ب 45 ، والله ولي التوفيق ،،،
 الرياض,   حي العليا ,جنوب,600,10,5,5,2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,110000,يجار فله  الاتصال على هذا رقم 0537053193
 الرياض,   حي الملز ,شرق,700,30,7,4,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000,"فيلا للايجار 


لمزيد من التفاصيل 
نرجو التواصل عالرقم

0538698695"
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
 الرياض,   حي الملك فيصل ,شرق,450,5,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000,مكيفات سبلت... مطبخ راكب... غاز مركزي... فضلا التواصل واتس لايوجد صور المعاينه على الطبيعه
 الرياض,   حي القيروان ,غرب,320,0,4,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,140000,للإيجار فيلا جديدة بحي القيروان
 الرياض,   حي الربيع ,شمال,350,4,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000,فيلا  نظيفه جدا  موقع مميز  خلف مدارس المملكه
 الرياض,   حي المحمدية ,غرب,750,10,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,150000,فيلا  مجدده بالكامل  بالمحمديه
 الرياض,   حي القادسية ,غرب,375,0,6,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,80000,لتواصل على الرقم 0548907466
 الرياض,   حي الواحة ,جنوب,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,90000,للايجار فيلا نظيفه بحي الواحة مجلس ومقلط وصالة وصالة طعام وغرفه نساء وملحق خارجي ومدخل سياره  والدور العلوي غرفه ماستر مع حمام وثلاث غرف نوم وصاله علويه والسطح غرفة خادمة وغرفة غسيل
 الرياض,   حي المروج ,جنوب شرقي,350,14,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,100000,"فلة زاوية في حي المروج قريبة من طريق الإمام 
التواصل عن طريق الواتس اب"
 الرياض,   حي الوادي ,غرب,1200,20,7,5,5,1,1,1,1,1,1,1,0,1,0,1,1,0,1,350000,"للإيجار فلة (600 متر) و استراحة (600 متر)
العمر 20 سنة .. مجددة بالكامل و بحالة ممتازة
يوجد مكيفات جديدة ..

الفلة عبارة عن دبلوكس نظام دور دور شقة
الاستراحة مجالس و غرف


من المالك مباشرة ..

رقم الحارس:

0550548277

( نرحب بالوسطاء وعسى الله يرزق ا..."
 الرياض,   حي الشرق ,شمال,300,0,4,4,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,3333,"فيلا درج داخلي للايجار الشهري 
٠٥٥٩٩٧٧٥١٦

‭٠٥٥ ٠٢٨ ٤٤١٩‬"
 الرياض,   حي الفلاح ,شمال غربي,380,3,5,5,2,0,1,1,1,0,1,0,0,1,0,0,1,0,0,110000,"فيلا للايجار 
مجلس و مقلط و صالتين و اربع غرف نوم و غرفة خادمة و غرفة خادمة و غرفة سائق 
راكبة معظم المكيفات"
 الرياض,   حي الخليج ,غرب,300,10,6,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30000,"فله للايجار بحي الخليج 
عليها 30 الف 
البيت يحتاج ترميم 
ا"
 الرياض,   حي الرفيعة ,شرق,250,0,5,5,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,14000,"لاكاسا كمباوند فلل فندقية فاخرة

السعر الاسبوعي للأيجار 14000 الف ريال 
السعر الشهري للأيجار 45000 الف ريال 
السعر السنوي عند الأتصال 

التواصل /
0568394747
0551174440"
 الرياض,   حي العريجاء الغربية ,شمال غربي,400,36,7,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,50000,مناسب سكن ومكاتب لشركات
 الرياض,   حي ظهرة لبن ,جنوب,500,0,3,5,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,50000,"فيلا جديده دور أرضي للايجار

التواصل على الرقم 
٠٥٥٤٤٤٤٨٣٦"
 الرياض,   حي الشرق ,جنوب,360,0,7,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,45000,"فله جديده درج داخلي مساحه ٣٦٠
مجلس ومشب ومقلط وصالتين وغرفه كبار سن تحت
وفوق اربع غرف نوم
وفيه غرفة سائق
السعر ٤٥ الف دفعتين
٠٥٠٥٧٢٧٢٣١"
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
 الرياض,   حي الحائر ,شمال,200,13,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16000,دور علوي مع ملحق بدورة مياه
 الرياض,   حي الملك فهد ,شرق,400,20,3,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,110000,
 الرياض,   حي الملقا ,شرق,255,0,3,2,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000,"فيلا سكنية للأجار تشطيبات فاخرة 
على شور"
 الرياض,   حي الرفيعة ,غرب,450,0,5,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,75000,"عدد 2 فلة في حي الرفيعة جديدة راكب فيها مكيفات مطابخ سخانات داخل مجع سكني خاص 
قريبة من مستشفى الملك فيصل التخصصي ومستشفى الدارة والديوان الملكي 
75 الف للفلة الواحدة"
 الرياض,   حي المعيزلة ,غرب,360,0,5,5,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,90000,"فيلا للايجار دور ارضي. و٢ شقه موقع ممتاز جدا
وبتو للجميع 🌹الإيجار لن يحدد
إيجار الدور الأرضي
او الشقق لن
يحدد سيتم تحديد
الإيجار لاحقا"
 الرياض,   حي جرير ,3 شوارع,1652,20,6,5,3,1,1,1,1,0,1,0,0,1,1,0,1,0,0,350000,ثلاثه مليون وتص
 الرياض,   حي الملقا ,شمال,260,0,4,4,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,100000,فيلا دبلكس متصل للايجار شغل مودرن مدخل سياره وحوش مجلس بدورة مياه مقلط صاله وغرفة كبار سن ودورة مياه ومطبخ الدور الاول ثلاث غرف نوم منها واحده ماستر وغرفتين بينها دورة مياه حي فاخر وقريب من جميع الخدمات وايضا من جميع الطرق الرئيسية والمداخل والمخارج ...
 الرياض,   حي الرمال ,جنوب,325,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000,للأجار فله بحي الخنيني تفصيل ممتاز
 الرياض,   حي الرمال ,شرق,370,0,6,3,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3800,الرمال السعيدان
 الرياض,   حي بدر ,غرب,280,5,7,4,4,1,1,0,0,0,1,0,0,1,0,1,1,0,0,50000,"فيلا درج صالة مع ملحق علوي وسطح 
المحلق العلوي / 
غرفتين ومطبخ و صالة ودورة مياه وسطح 
الفيلا عبارة عن : 
4 غرف نوم - مجلس - مقلط - صالة ومطبخ 
4 دورات مياه اعزكم الله  
للصامل السعر قابل للتفاوض 
نرجو مراعاة وقت الاتصال .
والدفع على دفعتين .
ادراة ا..."
 الرياض,   حي العليا ,شمال,300,0,5,4,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,90000,"نظيف جميع المرافق بجانبك الاتصال ب الرقم لمشاهدة الفلا

‭055 891 3797‬   الحارس"
 الرياض,   حي قرطبة ,جنوب,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,0,130000,"فيلا مؤثثه بالكامل 
درج داخلي مطله على ط محمد بن سلمان بقرطبة الغربيه  
مدخل سياره ملحق مجلسين رجال متقابلين مجلسين نساء متقابلين احداها وضع به غرفة كبار سن مؤقته 
مقلط مطبخين متجاورين حوش حديقة خلفيه 
 الثاني غرفه ماستر مع غرفة ملابس مع حمام جاكوزي ..."
 الرياض,   حي المنصورة ,شمال,500,7,5,3,2,1,0,1,1,0,0,1,0,1,0,0,0,0,1,70000,"لليجار التواصل معا الرقم 0581771210


قابل لي المفوضه 

لي المزيد من المعلومات تواصل معناء"
 الرياض,   حي الرمال ,جنوب,400,0,4,5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,52000,للأجار فله درج داخلي مساحه٤٠٠م بالرمال الذهبي تشطيب فاخر جديده
 الرياض,   حي ام الحمام الغربي ,3 شوارع,1600,28,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,250000,"فيلا للايجار مع استراحة مساحتها 1600 م  على 3 شوارع عمرها 28 سنة يوجد بها 24 غرفه ويوجد بالاستراحة غرف ودورات مياه لايوجد بها مكيفات ولا مطابخ 

قريبة جدا  من مجمع ذا ووك بأم الحمام الغربية خلف محطة الدريس."
 الرياض,   حي الخليج ,شمال,500,31,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,"فله للايجار بحي الخليج 
الفله قديمه 
عباره عن دورين دور ارض ودور علوي 
الايجار كامل للدورين 
0557822668"
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
 الرياض,   حي الخليج ,جنوب,1000,18,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,"دور ارضي للايجار بحي الخليج 
0557822668"
 الرياض,   حي الياسمين ,شمال,250,6,3,3,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,65000,"مطبخ راكب
محتاج كاش 65 الف المالك"
 الرياض,   حي الصحافة ,غرب,230,7,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,80000,للايجار فيلا كاملاً ب 80000 ريال
 الرياض,   حي العارض ,شرق,350,0,4,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,100000,فله بحي النرجس بلقرب من طريق ابو بكر تبعد 500 متر تقريبا للايجار جديده لم تسكن بعد مساحتها 350 متر مربع واجهه بعرض 18 متر الدور الارضي مجلس وصاله وغرفة خادمه بالمطبخ وغرفة سائق ومدخل سياره الدور الثاني صاله واربع غرف بدورة مياه كلن منها بدون سطح السط...
 الرياض,   حي الرمال ,شمال,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,38000,درج داخلي مع شقتين كلها اجار
 الرياض,   حي الياسمين ,غرب,300,5,5,5,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,100000,"فيلا للايجار بالياسمين 
الموقع غير دقيق 
للتواصل وتس اب 
0534520870"
 الرياض,   حي العارض ,جنوب,300,3,3,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,52000,فيلا مدخل سياره غرفة سايق مجلس مقلط صاله مجلس نساء مطبخ وغرفة بدورة مياه وثلاث غرف نوم واحده ماستر سطح بغرفة غسيل وشغاله
 الرياض,   حي الفيحاء ,جنوب شرقي,484,17,5,5,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,60000,فيلا دور ونصف نظيفه مكيفات راكب ومطبخ
 الرياض,   حي المونسية ,شرق,250,8,4,5,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,4500,
 الرياض,   حي العليا ,غرب,600,7,6,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,200000,فلة نظيفة جدا مكيفة والمطبخ جاهز  ومجدده البويات والارضيات
 الرياض,   حي العريجاء الوسطى ,شمال,400,25,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,50000,فيلا للايجار دور ارضي مكون من ٤ غرف ومجلس ومقلط و٤ دورات مياه والدور الثاني ٣ غرف وصاله كبيره و٢ دورات مياه مع سطح غرفه ودوره مياه
 الرياض,   حي الخليج ,شمال,500,28,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,دور ارضي للايجار بحي الخليج
 الرياض,   حي الرمال ,غرب,350,0,5,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,48000,"فيلا للايجار حي الرمال التعمير خلف اسواق العثيم
الفيلا تتكون من مشب ومجلس ومقلط وصالتان وغرفه كبار السن ومطبخ وفوق ثلاث غرف نوم وصاله والسطح يوجد غرفه شغاله 
للاستفسار 0558985704
0597731357"
 الرياض,   حي الرمال ,جنوب,400,0,4,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,60000,"للأجار فله درج داخلي جديده
ملاحظه يوجد عدد٢ شقه متاحه للأجار في الفله"
 الرياض,   حي النرجس ,جنوب,250,5,5,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,120000,فيلا مؤثثه بوضعيه ممتازه مع جاكوزي
 الرياض,   حي العقيق ,جنوب,812,20,7,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,150000,"للايجار
فيلا قديمة بالعقيق 
على شارع تجاري 36م
طولها على شارع التحليه 25م
تنفع للروضه او مكاتب داخليه 
812م
الايجار 150000 ريال"
 الرياض,   حي العليا ,غرب,1200,15,6,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,1,300000,"فلة بمساحة 600 واستراحة بجانب البيت بملحق ومجلس وقبو ومطبخ وغرفتين نوم و4 مواقف سيارات
**للبيع او الايجار**

0504344559"
 الرياض,   حي الملك فهد ,جنوب,520,25,5,5,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,100000,"سعر الايجار قابل للتفاوض
الرجاء التواصل هاتفيا
(رسائل الموقع غير مفعلة)"
 الرياض,   حي الرمال ,شرق,300,0,6,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,130000,"فله مساحه ٣٠٠م
شارعين 
٢٠ شرقي 
١٠ غربي 
الموقع / خلف السوق الشعبي"
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
 الرياض,   حي اليرموك ,شمال,320,0,5,5,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,75000,"فله درج داخلي جديد مودرن لايجار 

تواصل واتس 




مكتب اصول الاختيار"
 الرياض,   حي العارض ,جنوب غربي,432,0,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000,"فيلا + شقتين للايجار مساحه ٤٣٢ م زاويه شارع ٢٠ غربي جنوبي ١٥ 

الفيلا جديده وبناء شخصي مكيفات ومطبخ راكبه  

بجانب جامع كبير  وجميع الخدمات متوفره 

خدمة الالياف البصريه متوفره



الفيلا ١٢٠ الف 
الشقه الدور الاول ٢٥ الف 
الدور الثاني ٢٧ الف مع سطح خ..."
 الرياض,   حي السليمانية ,جنوب شرقي,400,20,7,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,120000,فلة للبيع او للايجار بجوار وزارة الدفاع خلف جامع العز بالسليمانيه
 الرياض,   حي الخزامى ,شمال,350,11,4,4,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,160000,"فلة تشطيب راقي حي الخزامى 
ايجار ٠٥٦٤٨٠٠٠٤٨"
 الرياض,   حي الاسكان ,غرب,250,0,3,3,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,800000,"دبلكسات متلاصقة
مساحات من ٢٤٥ الى ٢٥٠ م 
شارع ١٥ امام حديقة 
حي طيبة 
غربيات
واجهات حجر 
الدور الاول :
مشب 
مجلس رجال 
حمام رجال 
مقلط رجال 
صالة 
مجلس نساء 
حمام نساء مطبخ 
درج داخلي 
الدور الثاني :
صاله 
٤ غرف نوم ماستر بحماماتها
الدور الثالث : 
غر..."
 الرياض,   حي العارض ,شرق,375,3,3,4,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,200000,"فيلا شمال الرياض بحي العارض مؤثثه اثاث جديد راقي جداً للايجار مساحتها٣٧٥ شارع عشرين شرقي
 عدد غرف النوم فوق ثلاث غرف وتحت غرفة كبار سن وصاله مفتوحه على غرفة نسا ومجلس رجال ومقلط رجال والسطح مظلل بالكامل به ثيل صناعي ومكيف صحراوي وغرفة خادمه وغرفة غسي..."
